acc,auc_roc,recall,precision,f1,kappa,mcc,auc_prc
0.59375,0.6901960784313725,0.6666666666666666,0.5555555555555556,0.606060606060606,0.1937984496124031,0.19724211180463086,0.687004078150701
0.625,0.7450980392156863,0.26666666666666666,0.8,0.4,0.21632653061224494,0.2856530694871951,0.7751104311385861
0.71875,0.8,0.4666666666666667,0.875,0.608695652173913,0.4193548387096774,0.47001599194037375,0.7890964463256607
0.53125,0.6,0.3333333333333333,0.5,0.4,0.040000000000000036,0.042220033092071146,0.5076104627797529
0.625,0.7607843137254903,0.8,0.5714285714285714,0.6666666666666666,0.26436781609195403,0.28429748028364904,0.7753456124923332
0.65625,0.6823529411764706,0.6666666666666666,0.625,0.6451612903225806,0.3125,0.31311214554255073,0.693872335310866
0.6875,0.807843137254902,0.8666666666666667,0.6190476190476191,0.7222222222222222,0.3869731800766284,0.41614558708186306,0.8101659329701926
0.65625,0.7137254901960784,0.6666666666666666,0.625,0.6451612903225806,0.3125,0.31311214554255073,0.5949199923317778
0.65625,0.7843137254901961,0.9333333333333333,0.5833333333333334,0.7179487179487181,0.33333333333333337,0.39770583933416237,0.718863229718089
0.53125,0.6509803921568628,0.13333333333333333,0.5,0.2105263157894737,0.016393442622950838,0.0236690534165534,0.5444784811637557
0.628125,0.7235294117647059,0.5800000000000001,0.6254365079365078,0.5622442761506761,0.2495547591059192,0.27431734575256,0.6896467002381714
0.058379817788341885,0.06475339907118845,0.25482019804821854,0.1156879705854106,0.15966240934344503,0.12859574258115178,0.1412481595948371,0.10155101581092153
0.71875,0.784313725490196,0.7333333333333333,0.6875,0.7096774193548386,0.4375,0.43835700375957104,0.8062838512952364
