acc,auc_roc,recall,precision,f1,kappa,mcc,auc_prc
0.5625,0.6549019607843137,0.8666666666666667,0.52,0.65,0.15471698113207544,0.19408623801577188,0.545489962750574
0.75,0.8274509803921568,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.4980392156862745,0.4980392156862745,0.7025315730494759
0.71875,0.7490196078431373,0.9333333333333333,0.6363636363636364,0.7567567567567568,0.45038167938931295,0.49819639048648384,0.6366953040613231
0.59375,0.6196078431372549,0.4666666666666667,0.5833333333333334,0.5185185185185186,0.17460317460317465,0.17785945835997752,0.49975468172262416
0.65625,0.7647058823529411,0.7333333333333333,0.6111111111111112,0.6666666666666666,0.3178294573643411,0.3234770633596198,0.6562120955717448
0.4375,0.7019607843137254,0.9333333333333333,0.45161290322580644,0.608695652173913,-0.0627306273062731,-0.19120444499264716,0.6001926359076313
0.65625,0.7411764705882353,0.8,0.6,0.6857142857142857,0.32307692307692304,0.33954987505086615,0.6493014880713972
0.6875,0.8666666666666666,0.8666666666666667,0.6190476190476191,0.7222222222222222,0.3869731800766284,0.4161455870818984,0.7565450845450846
0.53125,0.5490196078431372,0.7333333333333333,0.5,0.5945945945945945,0.08396946564885499,0.09288407280256479,0.5229203647323276
0.46875,0.5843137254901961,1.0,0.46875,0.6382978723404256,0.0,0.0,0.5000371251279916
0.60625,0.7058823529411764,0.8066666666666666,0.5723551936414839,0.6574799902320716,0.23268594496713124,0.23490334558508094,0.6069680315540175
0.09999999999999999,0.0983055206693866,0.14437605218471813,0.08238147728083321,0.06837500438414917,0.18166214452278545,0.21261364243143918,0.08391953629302132
