acc,auc_roc,recall,precision,f1,kappa,mcc,auc_prc
0.78125,0.8666666666666667,0.8,0.75,0.7741935483870969,0.5625,0.5636018619766345,0.7492884990253412
0.65625,0.7372549019607844,0.6,0.6428571428571429,0.6206896551724138,0.30708661417322836,0.3076976944152481,0.7543937061328365
0.6875,0.7607843137254902,0.7333333333333333,0.6470588235294118,0.6875,0.377431906614786,0.3803921568627451,0.6942504125123605
0.6875,0.8666666666666666,0.8,0.631578947368421,0.7058823529411765,0.38223938223938225,0.3944724048765609,0.8851957907074006
0.5625,0.7137254901960783,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.10040160642570284,0.10881399260327249,0.6011779026931964
0.65625,0.7254901960784313,0.6666666666666666,0.625,0.6451612903225806,0.3125,0.31311214554257477,0.7334399169953064
0.625,0.6784313725490196,0.5333333333333333,0.6153846153846154,0.5714285714285715,0.24110671936758898,0.24305875451990117,0.7180581941450849
0.65625,0.788235294117647,0.7333333333333333,0.6111111111111112,0.6666666666666666,0.3178294573643411,0.3234770633596198,0.7984612636071446
0.875,0.8627450980392157,0.7333333333333333,1.0,0.846153846153846,0.7450199203187251,0.7704873741021288,0.8966719672274367
0.71875,0.7450980392156863,0.6666666666666666,0.7142857142857143,0.689655172413793,0.4330708661417323,0.43393264597022163,0.744919825333992
0.690625,0.7745098039215687,0.66,0.6792831910091972,0.6623997770152811,0.37791864726454866,0.38390460942289073,0.7575857478380099
0.08202752967754179,0.06536797330399335,0.13482498944104454,0.11862205951220292,0.10965520745786743,0.16749178845703894,0.17156547264905453,0.0825589448135312
